host_monotonic_ns,host_dt_ms,sensor_ms,sensor_dt_ms,gravity_x,gravity_y,gravity_z,gravity_norm,gyro_x_dps,gyro_y_dps,gyro_z_dps,accel_x_mps2,accel_y_mps2,accel_z_mps2,qw,qx,qy,qz,roll_deg,pitch_deg,yaw_deg,temp_c
76008329131080,9.958878,45689.0,10.0,-0.2466243,-0.07058273999999999,-0.96653388,0.9999966048563624,0.0,0.0,0.0,-2.42224255,0.6962721499999999,9.483030549999999,-0.6465,-0.1175,0.0541,-0.7518,4.176705237321635,-14.277845148024644,98.08374934433456,30.4
76008339132879,10.001799,45699.0,10.0,-0.2466243,-0.07058273999999999,-0.96653388,0.9999966048563624,0.0,0.0,0.0,-2.4124358999999997,0.6962721499999999,9.483030549999999,-0.6465,-0.1175,0.0541,-0.7518,4.176705237321635,-14.277845148024644,98.08374934433456,30.4
76008349105747,9.972868,45709.0,10.0,-0.2466243,-0.07058273999999999,-0.96653388,0.9999966048563624,0.0,0.0,0.0,-2.42224255,0.6962721499999999,9.492837199999999,-0.6465,-0.1175,0.0541,-0.7518,4.176705237321635,-14.277845148024644,98.08374934433456,30.4
76008359147212,10.041465,45719.0,10.0,-0.2466243,-0.07058273999999999,-0.96653388,0.9999966048563624,0.0,0.0,0.0,-2.42224255,0.6962721499999999,9.483030549999999,-0.6465,-0.1175,0.0541,-0.7518,4.176705237321635,-14.277845148024644,98.08374934433456,30.4
76008369138769,9.991557,45729.0,10.0,-0.2466243,-0.07058273999999999,-0.96653388,0.9999966048563624,0.0,0.0,0.0,-2.4124358999999997,0.6864655000000001,9.483030549999999,-0.6465,-0.1175,0.0541,-0.7518,4.176705237321635,-14.277845148024644,98.08374934433456,30.4
76008379050601,9.911832,45739.0,10.0,-0.2466243,-0.07058273999999999,-0.96653388,0.9999966048563624,0.0,0.0,0.0,-2.42224255,0.6962721499999999,9.473223899999999,-0.6465,-0.1175,0.0541,-0.7518,4.176705237321635,-14.277845148024644,98.08374934433456,30.4
76008389021156,9.970555,45749.0,10.0,-0.2466243,-0.07058273999999999,-0.96653388,0.9999966048563624,0.0,0.0,0.0,-2.4124358999999997,0.6962721499999999,9.473223899999999,-0.6465,-0.1175,0.0541,-0.7518,4.176705237321635,-14.277845148024644,98.08374934433456,30.4
76008399020786,9.99963,45759.0,10.0,-0.2466243,-0.07058273999999999,-0.96653388,0.9999966048563624,0.0,0.0,0.0,-2.4124358999999997,0.6962721499999999,9.492837199999999,-0.6465,-0.1175,0.0541,-0.7518,4.176705237321635,-14.277845148024644,98.08374934433456,30.4
76008409025936,10.00515,45769.0,10.0,-0.2466243,-0.07058273999999999,-0.96653388,0.9999966048563624,0.0,0.0,0.0,-2.4320492,0.6962721499999999,9.483030549999999,-0.6465,-0.1175,0.0541,-0.7518,4.176705237321635,-14.277845148024644,98.08374934433456,30.4
76008419123811,10.097875,45779.0,10.0,-0.2466243,-0.07058273999999999,-0.96653388,0.9999966048563624,0.0,0.0,0.0,-2.42224255,0.6962721499999999,9.492837199999999,-0.6465,-0.1175,0.0541,-0.7518,4.176705237321635,-14.277845148024644,98.08374934433456,30.4
76008429082705,9.958894,45789.0,10.0,-0.2466243,-0.07058273999999999,-0.96653388,0.9999966048563624,0.0,0.0,0.0,-2.42224255,0.6962721499999999,9.483030549999999,-0.6465,-0.1175,0.0541,-0.7518,4.176705237321635,-14.277845148024644,98.08374934433456,30.4
76008439045768,9.963063,45799.0,10.0,-0.2466243,-0.07058273999999999,-0.96653388,0.9999966048563624,0.0,0.0,0.0,-2.4124358999999997,0.6864655000000001,9.492837199999999,-0.6465,-0.1175,0.0541,-0.7518,4.176705237321635,-14.277845148024644,98.08374934433456,30.4
